timestamp|log_type|operation|result|error_code|user_upn|app_display|app_id|client_app|auth_type|ip_address|user_agent|device_id|mfa|details|record_id
2026-06-01T16:42:00+08:00|SignInLogs|UserLogin|Success|0|sarah.tan@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|managed|ManagedClient|HR|OneDriveSyncEngine/24.039.0312.0006 (amd64) (OneDrive Windows) on Windows NT 10.0 (10.0.19045.0)|198.51.100.16|mfa=NotRequired|scope=Files.ReadWrite.All|E-0000015
2026-06-01T20:30:00+08:00|SignInLogs|UserLogin|Success|0|priya.raman@bloomline-tech.com|Microsoft Azure Portal|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|Interactive|Finance|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0|198.51.100.10|mfa=Completed;method=authenticator_app|scope=User.Read|E-0000016
2026-06-02T10:15:00+08:00|SignInLogs|UserLogin|Success|0|david.ow@bloomline-tech.com|Microsoft Office|d3590ed6-52b3-4102-aeff-aad2292ab01c|browser|Interactive|192.0.2.150|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36|198.51.100.12|mfa=NotRequired|scope=User.Read|E-0000017
2026-06-02T11:27:00+08:00|SignInLogs|UserLogin|Success|0|david.ow@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|ManagedClient|192.0.2.150|Teams/1.6.00.4664 (win-x64) on Windows NT 10.0, DesktopClient|198.51.100.12|mfa=NotRequired|scope=User.Read|E-0000018
2026-06-02T12:15:00+08:00|SignInLogs|UserLogin|Success|0|david.ow@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|managed|ManagedClient|192.0.2.150|OneDriveSyncEngine/24.039.0312.0006 (amd64) (OneDrive Windows) on Windows NT 10.0 (10.0.19045.0)|198.51.100.12|mfa=NotRequired|scope=Files.ReadWrite.All|E-0000019
2026-06-02T13:36:00+08:00|SignInLogs|UserLogin|Success|0|rahim.bakar@bloomline-tech.com|Microsoft Office|d3590ed6-52b3-4102-aeff-aad2292ab01c|browser|Interactive|192.0.2.150|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36|198.51.100.15|mfa=NotRequired|scope=User.Read|E-0000020
2026-06-02T14:48:00+08:00|SignInLogs|UserLogin|Success|0|rahim.bakar@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|ManagedClient|192.0.2.150|Teams/1.6.00.4664 (win-x64) on Windows NT 10.0, DesktopClient|198.51.100.15|mfa=NotRequired|scope=User.Read|E-0000021
2026-06-02T15:36:00+08:00|SignInLogs|UserLogin|Success|0|rahim.bakar@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|managed|ManagedClient|192.0.2.150|OneDriveSyncEngine/24.039.0312.0006 (amd64) (OneDrive Windows) on Windows NT 10.0 (10.0.19045.0)|198.51.100.15|mfa=NotRequired|scope=Files.ReadWrite.All|E-0000022
2026-06-02T16:57:00+08:00|SignInLogs|UserLogin|Success|0|jason.lee@bloomline-tech.com|Microsoft Office|d3590ed6-52b3-4102-aeff-aad2292ab01c|browser|Interactive|192.0.2.152|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36|198.51.100.18|mfa=NotRequired|scope=User.Read|E-0000023
2026-06-02T17:09:00+08:00|SignInLogs|UserLogin|Success|0|jason.lee@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|ManagedClient|192.0.2.152|Teams/1.6.00.4664 (win-x64) on Windows NT 10.0, DesktopClient|198.51.100.18|mfa=NotRequired|scope=User.Read|E-0000024
2026-06-02T18:57:00+08:00|SignInLogs|UserLogin|Success|0|jason.lee@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|managed|ManagedClient|192.0.2.152|OneDriveSyncEngine/24.039.0312.0006 (amd64) (OneDrive Windows) on Windows NT 10.0 (10.0.19045.0)|198.51.100.18|mfa=NotRequired|scope=Files.ReadWrite.All|E-0000025
2026-06-03T09:09:00+08:00|SignInLogs|UserLogin|Success|0|nadia.rahman@bloomline-tech.com|Microsoft Office|d3590ed6-52b3-4102-aeff-aad2292ab01c|browser|Interactive|192.0.2.151|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36|198.51.100.11|mfa=NotRequired|scope=User.Read|E-0000026
2026-06-03T09:12:00+08:00|SignInLogs|UserLogin|Success|0|omar.farouk@bloomline-tech.com|Microsoft Office|d3590ed6-52b3-4102-aeff-aad2292ab01c|browser|Interactive|192.0.2.150|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36|198.51.100.20|mfa=NotRequired|scope=User.Read|E-0000027
2026-06-03T10:21:00+08:00|SignInLogs|UserLogin|Success|0|nadia.rahman@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|ManagedClient|192.0.2.151|Teams/1.6.00.4664 (win-x64) on Windows NT 10.0, DesktopClient|198.51.100.11|mfa=NotRequired|scope=User.Read|E-0000028
2026-06-03T10:24:00+08:00|SignInLogs|UserLogin|Success|0|omar.farouk@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|ManagedClient|192.0.2.150|Teams/1.6.00.4664 (win-x64) on Windows NT 10.0, DesktopClient|198.51.100.20|mfa=NotRequired|scope=User.Read|E-0000029
2026-06-03T11:09:00+08:00|SignInLogs|UserLogin|Success|0|nadia.rahman@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|managed|ManagedClient|192.0.2.151|OneDriveSyncEngine/24.039.0312.0006 (amd64) (OneDrive Windows) on Windows NT 10.0 (10.0.19045.0)|198.51.100.11|mfa=NotRequired|scope=Files.ReadWrite.All|E-0000030
2026-06-03T11:12:00+08:00|SignInLogs|UserLogin|Success|0|omar.farouk@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|managed|ManagedClient|192.0.2.150|OneDriveSyncEngine/24.039.0312.0006 (amd64) (OneDrive Windows) on Windows NT 10.0 (10.0.19045.0)|198.51.100.20|mfa=NotRequired|scope=Files.ReadWrite.All|E-0000031
2026-06-03T12:30:00+08:00|SignInLogs|UserLogin|Success|0|mei.ling@bloomline-tech.com|Microsoft Office|d3590ed6-52b3-4102-aeff-aad2292ab01c|browser|Interactive|192.0.2.151|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36|198.51.100.14|mfa=NotRequired|scope=User.Read|E-0000032
2026-06-03T13:42:00+08:00|SignInLogs|UserLogin|Success|0|mei.ling@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|ManagedClient|192.0.2.151|Teams/1.6.00.4664 (win-x64) on Windows NT 10.0, DesktopClient|198.51.100.14|mfa=NotRequired|scope=User.Read|E-0000033
2026-06-03T14:30:00+08:00|SignInLogs|UserLogin|Success|0|mei.ling@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|managed|ManagedClient|192.0.2.151|OneDriveSyncEngine/24.039.0312.0006 (amd64) (OneDrive Windows) on Windows NT 10.0 (10.0.19045.0)|198.51.100.14|mfa=NotRequired|scope=Files.ReadWrite.All|E-0000034
2026-06-03T15:51:00+08:00|SignInLogs|UserLogin|Success|0|wei.jie@bloomline-tech.com|Microsoft Office|d3590ed6-52b3-4102-aeff-aad2292ab01c|browser|Interactive|192.0.2.151|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36|198.51.100.17|mfa=NotRequired|scope=User.Read|E-0000035
2026-06-03T16:03:00+08:00|SignInLogs|UserLogin|Success|0|wei.jie@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|ManagedClient|192.0.2.151|Teams/1.6.00.4664 (win-x64) on Windows NT 10.0, DesktopClient|198.51.100.17|mfa=NotRequired|scope=User.Read|E-0000036
2026-06-03T17:51:00+08:00|SignInLogs|UserLogin|Success|0|wei.jie@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|managed|ManagedClient|192.0.2.151|OneDriveSyncEngine/24.039.0312.0006 (amd64) (OneDrive Windows) on Windows NT 10.0 (10.0.19045.0)|198.51.100.17|mfa=NotRequired|scope=Files.ReadWrite.All|E-0000037
2026-06-04T08:03:00+08:00|SignInLogs|UserLogin|Success|0|priya.raman@bloomline-tech.com|Microsoft Office|d3590ed6-52b3-4102-aeff-aad2292ab01c|browser|Interactive|192.0.2.150|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36|198.51.100.10|mfa=NotRequired|scope=User.Read|E-0000038
2026-06-04T08:06:00+08:00|SignInLogs|UserLogin|Success|0|michelle.koh@bloomline-tech.com|Microsoft Office|d3590ed6-52b3-4102-aeff-aad2292ab01c|browser|Interactive|192.0.2.152|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36|198.51.100.19|mfa=NotRequired|scope=User.Read|E-0000039
2026-06-04T09:10:00+08:00|SignInLogs|UserLogin|Failure|50126|priya.raman@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|Interactive|198.18.1.11|Unknown|unknown|mfa=NotRequired|error=InvalidUserNameOrPassword;isInterrupted=false|E-0000040
2026-06-04T09:10:00+08:00|SignInLogs|UserLogin|Failure|500121|kelvin.tan@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|Interactive|198.18.1.12|Unknown|unknown|mfa=NotRequired|error=InvalidUserNameOrPassword;isInterrupted=false|E-0000041
2026-06-04T09:10:00+08:00|SignInLogs|UserLogin|Failure|500121|sarah.tan@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|Interactive|198.18.1.13|Unknown|unknown|mfa=NotRequired|error=InvalidUserNameOrPassword;isInterrupted=false|E-0000042
2026-06-04T09:15:00+08:00|SignInLogs|UserLogin|Success|0|priya.raman@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|ManagedClient|192.0.2.150|Teams/1.6.00.4664 (win-x64) on Windows NT 10.0, DesktopClient|198.51.100.10|mfa=NotRequired|scope=User.Read|E-0000043
2026-06-04T09:18:00+08:00|SignInLogs|UserLogin|Success|0|michelle.koh@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|ManagedClient|192.0.2.152|Teams/1.6.00.4664 (win-x64) on Windows NT 10.0, DesktopClient|198.51.100.19|mfa=NotRequired|scope=User.Read|E-0000044
2026-06-04T10:03:00+08:00|SignInLogs|UserLogin|Success|0|priya.raman@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|managed|ManagedClient|192.0.2.150|OneDriveSyncEngine/24.039.0312.0006 (amd64) (OneDrive Windows) on Windows NT 10.0 (10.0.19045.0)|198.51.100.10|mfa=NotRequired|scope=Files.ReadWrite.All|E-0000045
2026-06-04T10:06:00+08:00|SignInLogs|UserLogin|Success|0|michelle.koh@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|managed|ManagedClient|192.0.2.152|OneDriveSyncEngine/24.039.0312.0006 (amd64) (OneDrive Windows) on Windows NT 10.0 (10.0.19045.0)|198.51.100.19|mfa=NotRequired|scope=Files.ReadWrite.All|E-0000046
2026-06-04T11:24:00+08:00|SignInLogs|UserLogin|Success|0|kelvin.tan@bloomline-tech.com|Microsoft Office|d3590ed6-52b3-4102-aeff-aad2292ab01c|browser|Interactive|192.0.2.150|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36|198.51.100.13|mfa=NotRequired|scope=User.Read|E-0000047
2026-06-04T12:36:00+08:00|SignInLogs|UserLogin|Success|0|kelvin.tan@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|ManagedClient|192.0.2.150|Teams/1.6.00.4664 (win-x64) on Windows NT 10.0, DesktopClient|198.51.100.13|mfa=NotRequired|scope=User.Read|E-0000048
2026-06-04T13:24:00+08:00|SignInLogs|UserLogin|Success|0|kelvin.tan@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|managed|ManagedClient|192.0.2.150|OneDriveSyncEngine/24.039.0312.0006 (amd64) (OneDrive Windows) on Windows NT 10.0 (10.0.19045.0)|198.51.100.13|mfa=NotRequired|scope=Files.ReadWrite.All|E-0000049
2026-06-04T14:45:00+08:00|SignInLogs|UserLogin|Success|0|sarah.tan@bloomline-tech.com|Microsoft Office|d3590ed6-52b3-4102-aeff-aad2292ab01c|browser|Interactive|192.0.2.151|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36|198.51.100.16|mfa=NotRequired|scope=User.Read|E-0000050
2026-06-04T15:57:00+08:00|SignInLogs|UserLogin|Success|0|sarah.tan@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|ManagedClient|192.0.2.151|Teams/1.6.00.4664 (win-x64) on Windows NT 10.0, DesktopClient|198.51.100.16|mfa=NotRequired|scope=User.Read|E-0000051
2026-06-04T16:45:00+08:00|SignInLogs|UserLogin|Success|0|sarah.tan@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|managed|ManagedClient|192.0.2.151|OneDriveSyncEngine/24.039.0312.0006 (amd64) (OneDrive Windows) on Windows NT 10.0 (10.0.19045.0)|198.51.100.16|mfa=NotRequired|scope=Files.ReadWrite.All|E-0000052
2026-06-05T10:10:11+08:00|SignInLogs|UserLogin|Failure|50126|nadia.rahman@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|Interactive|198.18.1.11|Unknown|unknown|mfa=NotRequired|error=InvalidUserNameOrPassword;isInterrupted=false|E-0000053
2026-06-05T10:10:11+08:00|SignInLogs|UserLogin|Failure|500121|mei.ling@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|Interactive|198.18.1.12|Unknown|unknown|mfa=NotRequired|error=InvalidUserNameOrPassword;isInterrupted=false|E-0000054
2026-06-05T10:10:11+08:00|SignInLogs|UserLogin|Failure|500121|wei.jie@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|Interactive|198.18.1.13|Unknown|unknown|mfa=NotRequired|error=InvalidUserNameOrPassword;isInterrupted=false|E-0000055
2026-06-05T10:18:00+08:00|SignInLogs|UserLogin|Success|0|david.ow@bloomline-tech.com|Microsoft Office|d3590ed6-52b3-4102-aeff-aad2292ab01c|browser|Interactive|192.0.2.150|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36|198.51.100.12|mfa=NotRequired|scope=User.Read|E-0000056
2026-06-05T11:30:00+08:00|SignInLogs|UserLogin|Success|0|david.ow@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|ManagedClient|192.0.2.150|Teams/1.6.00.4664 (win-x64) on Windows NT 10.0, DesktopClient|198.51.100.12|mfa=NotRequired|scope=User.Read|E-0000057
2026-06-05T12:18:00+08:00|SignInLogs|UserLogin|Success|0|david.ow@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|managed|ManagedClient|192.0.2.150|OneDriveSyncEngine/24.039.0312.0006 (amd64) (OneDrive Windows) on Windows NT 10.0 (10.0.19045.0)|198.51.100.12|mfa=NotRequired|scope=Files.ReadWrite.All|E-0000058
2026-06-05T13:39:00+08:00|SignInLogs|UserLogin|Success|0|rahim.bakar@bloomline-tech.com|Microsoft Office|d3590ed6-52b3-4102-aeff-aad2292ab01c|browser|Interactive|192.0.2.150|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36|198.51.100.15|mfa=NotRequired|scope=User.Read|E-0000059
2026-06-05T14:51:00+08:00|SignInLogs|UserLogin|Success|0|rahim.bakar@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|ManagedClient|192.0.2.150|Teams/1.6.00.4664 (win-x64) on Windows NT 10.0, DesktopClient|198.51.100.15|mfa=NotRequired|scope=User.Read|E-0000060
2026-06-05T15:39:00+08:00|SignInLogs|UserLogin|Success|0|rahim.bakar@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|managed|ManagedClient|192.0.2.150|OneDriveSyncEngine/24.039.0312.0006 (amd64) (OneDrive Windows) on Windows NT 10.0 (10.0.19045.0)|198.51.100.15|mfa=NotRequired|scope=Files.ReadWrite.All|E-0000061
2026-06-05T16:00:00+08:00|SignInLogs|UserLogin|Success|0|jason.lee@bloomline-tech.com|Microsoft Office|d3590ed6-52b3-4102-aeff-aad2292ab01c|browser|Interactive|192.0.2.152|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36|198.51.100.18|mfa=NotRequired|scope=User.Read|E-0000062
2026-06-05T17:12:00+08:00|SignInLogs|UserLogin|Success|0|jason.lee@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|ManagedClient|192.0.2.152|Teams/1.6.00.4664 (win-x64) on Windows NT 10.0, DesktopClient|198.51.100.18|mfa=NotRequired|scope=User.Read|E-0000063
2026-06-05T18:00:00+08:00|SignInLogs|UserLogin|Success|0|jason.lee@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|managed|ManagedClient|192.0.2.152|OneDriveSyncEngine/24.039.0312.0006 (amd64) (OneDrive Windows) on Windows NT 10.0 (10.0.19045.0)|198.51.100.18|mfa=NotRequired|scope=Files.ReadWrite.All|E-0000064
2026-06-06T09:12:00+08:00|SignInLogs|UserLogin|Success|0|nadia.rahman@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|managed|ManagedClient|192.0.2.151|OneDriveSyncEngine/24.039.0312.0006 (amd64) (OneDrive Windows) on Windows NT 10.0 (10.0.19045.0)|198.51.100.11|mfa=NotRequired|scope=offline_access|E-0000065
2026-06-06T09:15:00+08:00|SignInLogs|UserLogin|Success|0|omar.farouk@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|managed|ManagedClient|192.0.2.150|OneDriveSyncEngine/24.039.0312.0006 (amd64) (OneDrive Windows) on Windows NT 10.0 (10.0.19045.0)|198.51.100.20|mfa=NotRequired|scope=offline_access|E-0000066
2026-06-06T11:10:22+08:00|SignInLogs|UserLogin|Failure|50126|david.ow@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|Interactive|198.18.1.11|Unknown|unknown|mfa=NotRequired|error=InvalidUserNameOrPassword;isInterrupted=false|E-0000067
2026-06-06T11:10:22+08:00|SignInLogs|UserLogin|Failure|500121|rahim.bakar@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|Interactive|198.18.1.12|Unknown|unknown|mfa=NotRequired|error=InvalidUserNameOrPassword;isInterrupted=false|E-0000068
2026-06-06T11:10:22+08:00|SignInLogs|UserLogin|Failure|500121|jason.lee@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|Interactive|198.18.1.13|Unknown|unknown|mfa=NotRequired|error=InvalidUserNameOrPassword;isInterrupted=false|E-0000069
2026-06-06T12:33:00+08:00|SignInLogs|UserLogin|Success|0|mei.ling@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|managed|ManagedClient|192.0.2.151|OneDriveSyncEngine/24.039.0312.0006 (amd64) (OneDrive Windows) on Windows NT 10.0 (10.0.19045.0)|198.51.100.14|mfa=NotRequired|scope=offline_access|E-0000070
2026-06-06T15:54:00+08:00|SignInLogs|UserLogin|Success|0|wei.jie@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|managed|ManagedClient|192.0.2.151|OneDriveSyncEngine/24.039.0312.0006 (amd64) (OneDrive Windows) on Windows NT 10.0 (10.0.19045.0)|198.51.100.17|mfa=NotRequired|scope=offline_access|E-0000071
