timestamp|log_type|src_ip|user|hostname|dst|method|url|action|category|risk|bytes|qtype|answer|details|record_id
2026-06-01T14:10:00+08:00|HTTP|10.12.20.34|sarah.tan@bloomline-tech.com|BLM-HR-34|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000016
2026-06-01T14:30:00+08:00|DNS|10.12.20.34|sarah.tan@bloomline-tech.com|BLM-HR-34|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000017
2026-06-01T14:32:00+08:00|DNS|10.12.20.34|sarah.tan@bloomline-tech.com|BLM-HR-34|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000018
2026-06-01T14:47:00+08:00|HTTP|10.12.20.34|sarah.tan@bloomline-tech.com|BLM-HR-34|docs.dev.example|GET|https://docs.dev.example/|PERMITTED|Reference|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000019
2026-06-01T16:20:00+08:00|HTTP|10.12.20.60|jason.lee@bloomline-tech.com|BLM-SLS-60|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000020
2026-06-01T16:40:00+08:00|DNS|10.12.20.60|jason.lee@bloomline-tech.com|BLM-SLS-60|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000021
2026-06-01T16:42:00+08:00|DNS|10.12.20.60|jason.lee@bloomline-tech.com|BLM-SLS-60|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000022
2026-06-01T16:57:00+08:00|HTTP|10.12.20.60|jason.lee@bloomline-tech.com|BLM-SLS-60|meet-attend.example|GET|https://meet-attend.example/|PERMITTED|Conferencing|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000023
2026-06-01T18:07:00+08:00|HTTP|10.12.20.80|omar.farouk@bloomline-tech.com|BLM-PRC-80|biz-finance.example|GET|https://biz-finance.example/|PERMITTED|Business|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000024
2026-06-01T18:30:00+08:00|HTTP|10.12.20.80|omar.farouk@bloomline-tech.com|BLM-PRC-80|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000025
2026-06-01T18:50:00+08:00|DNS|10.12.20.80|omar.farouk@bloomline-tech.com|BLM-PRC-80|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000026
2026-06-01T18:52:00+08:00|DNS|10.12.20.80|omar.farouk@bloomline-tech.com|BLM-PRC-80|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000027
2026-06-02T10:07:00+08:00|DNS|10.12.20.50|nadia.rahman@bloomline-tech.com|BLM-FIN-50|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000028
2026-06-02T10:09:00+08:00|DNS|10.12.20.50|nadia.rahman@bloomline-tech.com|BLM-FIN-50|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000029
2026-06-02T10:24:00+08:00|HTTP|10.12.20.50|nadia.rahman@bloomline-tech.com|BLM-FIN-50|social-media.example|GET|https://social-media.example/|PERMITTED|Social|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000030
2026-06-02T10:47:00+08:00|HTTP|10.12.20.50|nadia.rahman@bloomline-tech.com|BLM-FIN-50|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000031
2026-06-02T12:17:00+08:00|DNS|10.12.20.13|kelvin.tan@bloomline-tech.com|BLM-IT-13|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000032
2026-06-02T12:19:00+08:00|DNS|10.12.20.13|kelvin.tan@bloomline-tech.com|BLM-IT-13|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000033
2026-06-02T12:34:00+08:00|HTTP|10.12.20.13|kelvin.tan@bloomline-tech.com|BLM-IT-13|kb-azure.example|GET|https://kb-azure.example/|PERMITTED|Reference|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000034
2026-06-02T12:57:00+08:00|HTTP|10.12.20.13|kelvin.tan@bloomline-tech.com|BLM-IT-13|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000035
2026-06-02T14:07:00+08:00|HTTP|10.12.20.31|rahim.bakar@bloomline-tech.com|BLM-LGL-31|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000036
2026-06-02T14:27:00+08:00|DNS|10.12.20.31|rahim.bakar@bloomline-tech.com|BLM-LGL-31|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000037
2026-06-02T14:29:00+08:00|DNS|10.12.20.31|rahim.bakar@bloomline-tech.com|BLM-LGL-31|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000038
2026-06-02T14:44:00+08:00|HTTP|10.12.20.31|rahim.bakar@bloomline-tech.com|BLM-LGL-31|docs.dev.example|GET|https://docs.dev.example/|PERMITTED|Reference|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000039
2026-06-02T16:17:00+08:00|HTTP|10.12.20.40|wei.jie@bloomline-tech.com|BLM-OPS-40|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000040
2026-06-02T16:37:00+08:00|DNS|10.12.20.40|wei.jie@bloomline-tech.com|BLM-OPS-40|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000041
2026-06-02T16:39:00+08:00|DNS|10.12.20.40|wei.jie@bloomline-tech.com|BLM-OPS-40|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000042
2026-06-02T16:54:00+08:00|HTTP|10.12.20.40|wei.jie@bloomline-tech.com|BLM-OPS-40|meet-attend.example|GET|https://meet-attend.example/|PERMITTED|Conferencing|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000043
2026-06-02T18:04:00+08:00|HTTP|10.12.20.70|michelle.koh@bloomline-tech.com|BLM-MKT-70|biz-finance.example|GET|https://biz-finance.example/|PERMITTED|Business|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000044
2026-06-02T18:27:00+08:00|HTTP|10.12.20.70|michelle.koh@bloomline-tech.com|BLM-MKT-70|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000045
2026-06-02T18:47:00+08:00|DNS|10.12.20.70|michelle.koh@bloomline-tech.com|BLM-MKT-70|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000046
2026-06-02T18:49:00+08:00|DNS|10.12.20.70|michelle.koh@bloomline-tech.com|BLM-MKT-70|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000047
2026-06-03T06:55:00+08:00|HTTP|10.12.2.15|svc-backup@bloomline-tech.com|BLM-BKP-01|graph.microsoft.com|POST|https://graph.microsoft.com/v1.0/me/drive/recent|PERMITTED|Backup|low|0|-|-|agent=GraphClient/1.0;app=ServiceAccount|S-0000048
2026-06-03T06:55:00+08:00|HTTP|10.12.2.16|svc-patch@bloomline-tech.com|BLM-PAT-01|graph.microsoft.com|POST|https://graph.microsoft.com/v1.0/me/drive/recent|PERMITTED|Backup|low|0|-|-|agent=GraphClient/1.0;app=ServiceAccount|S-0000049
2026-06-03T06:55:00+08:00|HTTP|10.12.2.17|svc-monitor@bloomline-tech.com|BLM-MON-01|graph.microsoft.com|POST|https://graph.microsoft.com/v1.0/me/drive/recent|PERMITTED|Backup|low|0|-|-|agent=GraphClient/1.0;app=ServiceAccount|S-0000050
2026-06-03T09:11:00+08:00|HTTP|10.12.20.80|omar.farouk@bloomline-tech.com|BLM-PRC-80|projectdocs.example|GET|https://projectdocs.example/|PERMITTED|File Sharing|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000051
2026-06-03T09:34:00+08:00|HTTP|10.12.20.80|omar.farouk@bloomline-tech.com|BLM-PRC-80|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000052
2026-06-03T09:54:00+08:00|DNS|10.12.20.80|omar.farouk@bloomline-tech.com|BLM-PRC-80|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000053
2026-06-03T09:56:00+08:00|DNS|10.12.20.80|omar.farouk@bloomline-tech.com|BLM-PRC-80|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000054
2026-06-03T10:04:00+08:00|DNS|10.12.20.105|priya.raman@bloomline-tech.com|BLM-PRW-01|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000055
2026-06-03T10:06:00+08:00|DNS|10.12.20.105|priya.raman@bloomline-tech.com|BLM-PRW-01|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000056
2026-06-03T10:21:00+08:00|HTTP|10.12.20.105|priya.raman@bloomline-tech.com|BLM-PRW-01|social-media.example|GET|https://social-media.example/|PERMITTED|Social|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000057
2026-06-03T10:44:00+08:00|HTTP|10.12.20.105|priya.raman@bloomline-tech.com|BLM-PRW-01|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000058
2026-06-03T12:14:00+08:00|DNS|10.12.20.12|david.ow@bloomline-tech.com|BLM-IT-12|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000059
2026-06-03T12:16:00+08:00|DNS|10.12.20.12|david.ow@bloomline-tech.com|BLM-IT-12|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000060
2026-06-03T12:31:00+08:00|HTTP|10.12.20.12|david.ow@bloomline-tech.com|BLM-IT-12|kb-azure.example|GET|https://kb-azure.example/|PERMITTED|Reference|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000061
2026-06-03T12:54:00+08:00|HTTP|10.12.20.12|david.ow@bloomline-tech.com|BLM-IT-12|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000062
2026-06-03T14:04:00+08:00|HTTP|10.12.20.21|mei.ling@bloomline-tech.com|BLM-HR-21|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000063
2026-06-03T14:24:00+08:00|DNS|10.12.20.21|mei.ling@bloomline-tech.com|BLM-HR-21|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000064
2026-06-03T14:26:00+08:00|DNS|10.12.20.21|mei.ling@bloomline-tech.com|BLM-HR-21|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000065
2026-06-03T14:41:00+08:00|HTTP|10.12.20.21|mei.ling@bloomline-tech.com|BLM-HR-21|docs.dev.example|GET|https://docs.dev.example/|PERMITTED|Reference|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000066
2026-06-03T16:14:00+08:00|HTTP|10.12.20.34|sarah.tan@bloomline-tech.com|BLM-HR-34|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000067
2026-06-03T16:34:00+08:00|DNS|10.12.20.34|sarah.tan@bloomline-tech.com|BLM-HR-34|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000068
2026-06-03T16:36:00+08:00|DNS|10.12.20.34|sarah.tan@bloomline-tech.com|BLM-HR-34|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000069
2026-06-03T16:51:00+08:00|HTTP|10.12.20.34|sarah.tan@bloomline-tech.com|BLM-HR-34|meet-attend.example|GET|https://meet-attend.example/|PERMITTED|Conferencing|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000070
2026-06-03T18:01:00+08:00|HTTP|10.12.20.60|jason.lee@bloomline-tech.com|BLM-SLS-60|biz-finance.example|GET|https://biz-finance.example/|PERMITTED|Business|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000071
2026-06-03T18:24:00+08:00|HTTP|10.12.20.60|jason.lee@bloomline-tech.com|BLM-SLS-60|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000072
2026-06-03T18:44:00+08:00|DNS|10.12.20.60|jason.lee@bloomline-tech.com|BLM-SLS-60|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000073
2026-06-03T18:46:00+08:00|DNS|10.12.20.60|jason.lee@bloomline-tech.com|BLM-SLS-60|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000074
2026-06-04T09:08:00+08:00|HTTP|10.12.20.70|michelle.koh@bloomline-tech.com|BLM-MKT-70|projectdocs.example|GET|https://projectdocs.example/|PERMITTED|File Sharing|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000075
2026-06-04T09:10:15+08:00|HTTP|198.18.1.11|-|-|login.microsoftonline.com|POST|https://login.microsoftonline.com/global/oauth2/token|PERMITTED|Identity|low|0|-|-|agent=python-requests/2.31.0;app=unknown|S-0000076
2026-06-04T09:10:15+08:00|HTTP|198.18.1.12|-|-|login.microsoftonline.com|POST|https://login.microsoftonline.com/common/oauth2/token|PERMITTED|Identity|high|0|-|-|agent=python-requests/2.31.0;app=unknown|S-0000077
2026-06-04T09:10:15+08:00|HTTP|198.18.1.13|-|-|login.microsoftonline.com|POST|https://login.microsoftonline.com/global/oauth2/token|PERMITTED|Identity|high|0|-|-|agent=python-requests/2.31.0;app=unknown|S-0000078
2026-06-04T09:31:00+08:00|HTTP|10.12.20.70|michelle.koh@bloomline-tech.com|BLM-MKT-70|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000079
2026-06-04T09:51:00+08:00|DNS|10.12.20.70|michelle.koh@bloomline-tech.com|BLM-MKT-70|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000080
2026-06-04T09:53:00+08:00|DNS|10.12.20.70|michelle.koh@bloomline-tech.com|BLM-MKT-70|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000081
2026-06-04T12:11:00+08:00|DNS|10.12.20.50|nadia.rahman@bloomline-tech.com|BLM-FIN-50|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000082
2026-06-04T12:13:00+08:00|DNS|10.12.20.50|nadia.rahman@bloomline-tech.com|BLM-FIN-50|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000083
2026-06-04T12:28:00+08:00|HTTP|10.12.20.50|nadia.rahman@bloomline-tech.com|BLM-FIN-50|kb-azure.example|GET|https://kb-azure.example/|PERMITTED|Reference|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000084
2026-06-04T12:51:00+08:00|HTTP|10.12.20.50|nadia.rahman@bloomline-tech.com|BLM-FIN-50|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000085
2026-06-04T14:01:00+08:00|HTTP|10.12.20.13|kelvin.tan@bloomline-tech.com|BLM-IT-13|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000086
2026-06-04T14:21:00+08:00|DNS|10.12.20.13|kelvin.tan@bloomline-tech.com|BLM-IT-13|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000087
2026-06-04T14:23:00+08:00|DNS|10.12.20.13|kelvin.tan@bloomline-tech.com|BLM-IT-13|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000088
